,KIC,Kp,q_first,q_last,Teff,E_Teff,e_Teff,logg,E_logg,e_logg,mass,E_mass,e_mass,Prot,E_prot,Sph,E_Sph,Flag_Type1CPCB,Flag_MSSG,Flag_Binary,Flag_KOI,Flag_Source
40275,9844659,12.619,0,17,6294.0,121.7,115.9,4.334,0.03,0.038,1.156,0.058,0.067,4.3,0.36,1584.9,103.8,-999,1,0,-999,0
40277,9844754,13.892,1,17,6337.5,125.5,118.8,4.158,0.045,0.046,1.123,0.068,0.079,25.06,2.55,192.5,6.3,-999,1,0,-999,0
40278,9844835,15.258,1,17,5133.6,98.4,91.3,4.533,0.033,0.038,0.822,0.046,0.051,21.07,1.88,2788.5,98.2,-999,1,0,-999,0
40280,9845087,13.734,1,17,5831.7,126.4,117.8,4.048,0.049,0.041,1.03,0.083,0.068,33.67,4.29,197.2,8.4,-999,1,0,-999,0
40281,9845245,13.165,0,17,6534.4,115.8,115.5,4.378,0.015,0.023,1.192,0.028,0.04,3.6,0.26,2666.8,190.6,-999,1,0,-999,0
40300,9846829,15.479,1,17,5400.3,112.3,103.2,4.441,0.05,0.049,0.88,0.066,0.06,28.98,2.37,331.9,19.9,-999,1,0,-999,0
40307,9847505,15.431,1,17,6028.5,111.5,108.6,4.403,0.037,0.048,1.058,0.058,0.07,11.6,1.04,1394.2,71.5,-999,1,0,-999,0
40311,9847840,15.505,2,17,5493.5,99.1,96.3,4.52,0.029,0.043,0.889,0.044,0.058,1.95,0.14,4711.1,469.6,1,1,0,-999,0
40325,9848711,15.906,4,17,4901.8,95.6,90.2,4.61,0.022,0.028,0.731,0.035,0.039,17.72,1.48,4192.0,175.6,-999,1,0,-999,0
40332,9848968,13.98,1,17,6466.2,120.4,120.2,4.362,0.02,0.03,1.19,0.037,0.052,5.17,0.5,435.6,33.6,-999,1,0,-999,0
40333,9848982,15.184,1,17,5746.3,106.5,101.3,4.51,0.023,0.034,0.933,0.041,0.053,20.5,2.95,187.2,14.4,-999,1,0,-999,0
40338,9849726,14.13,10,10,6687.2,134.3,125.1,4.344,0.018,0.024,1.265,0.034,0.041,5.23,0.38,72.7,12.7,-999,1,0,-999,0
40357,9852201,13.695,1,17,5916.2,103.7,104.2,4.393,0.022,0.033,1.142,0.043,0.058,4.36,0.31,2225.4,146.9,-999,1,0,-999,0
40358,9852478,11.425,1,17,6557.4,135.9,139.7,3.904,0.039,0.043,1.322,0.117,0.071,2.43,0.23,196.2,19.9,-999,1,0,-999,0
40362,9872283,13.884,1,17,4701.2,84.5,76.9,4.603,0.021,0.023,0.717,0.03,0.032,18.6,1.45,3765.7,115.6,-999,1,0,0,0
40378,9873255,15.282,1,17,4862.6,89.3,84.3,4.603,0.02,0.027,0.739,0.032,0.038,22.74,1.75,4086.8,117.8,-999,1,0,-999,0
40384,9873627,15.919,1,17,4600.6,82.5,76.9,4.609,0.021,0.024,0.709,0.031,0.03,30.42,3.13,1256.8,40.5,-999,1,0,-999,0
40391,9874054,16.465,8,8,4208.9,79.8,50.9,4.651,0.025,0.034,0.626,0.022,0.02,24.71,2.45,3138.1,136.5,-999,1,0,-999,0
40399,9874701,12.988,0,17,5779.5,94.0,91.5,4.459,0.023,0.034,1.01,0.043,0.057,19.77,2.52,523.6,17.6,-999,1,0,-999,0
40401,9874908,13.512,1,17,5256.4,88.8,86.1,4.576,0.022,0.033,0.793,0.034,0.045,26.32,3.52,582.3,17.3,-999,1,0,-999,0
40411,9875711,15.223,1,17,4550.0,76.2,72.3,4.6,0.022,0.022,0.712,0.031,0.028,39.59,4.06,687.0,20.0,-999,1,0,0,0
40412,9875737,14.765,16,17,5948.1,159.3,164.0,4.437,0.039,0.05,1.019,0.067,0.075,3.72,0.26,2238.0,162.8,-999,1,0,-999,0
40429,9880497,15.335,1,17,5450.9,98.1,98.0,4.521,0.029,0.043,0.882,0.044,0.058,28.58,2.51,313.8,15.1,-999,1,0,-999,0
40432,9880626,15.897,1,17,4804.9,88.0,82.1,4.57,0.029,0.031,0.759,0.039,0.037,28.38,2.4,1392.7,45.0,-999,1,0,-999,0
40435,9880769,15.704,1,17,5021.3,91.3,87.1,4.582,0.025,0.033,0.775,0.039,0.046,29.59,2.58,1392.2,42.5,-999,1,0,-999,0
40443,9881227,15.009,1,17,5372.7,96.9,94.0,4.536,0.026,0.04,0.862,0.041,0.057,18.98,2.33,75.1,9.7,-999,1,0,-999,0
40446,9881482,14.724,1,17,5832.4,102.2,98.9,4.471,0.025,0.037,0.979,0.044,0.062,15.11,1.57,1770.4,66.1,-999,1,0,-999,0
40453,9881751,14.183,1,17,5877.6,112.1,109.4,4.33,0.043,0.044,1.028,0.076,0.077,16.39,1.55,325.9,15.3,-999,1,0,-999,0
40456,9881905,14.867,1,17,5805.0,107.8,108.3,4.178,0.047,0.051,1.048,0.088,0.081,49.35,7.39,597.4,15.1,-999,1,0,-999,0
40463,9882703,14.592,1,17,4549.1,58.3,53.2,4.542,0.016,0.011,0.751,0.02,0.014,13.81,1.14,2849.4,104.9,-999,1,1,-999,0
40464,9882889,15.034,3,16,4990.8,84.5,79.2,4.585,0.017,0.027,0.808,0.028,0.038,12.1,1.01,2426.2,103.3,-999,1,0,-999,0
40468,9883381,15.217,1,17,5205.8,94.9,91.0,4.552,0.027,0.038,0.824,0.04,0.053,43.32,5.01,974.4,24.6,-999,1,0,-999,0
40472,9883606,13.874,1,17,5700.2,94.1,94.2,4.479,0.025,0.035,0.966,0.044,0.056,14.08,1.36,1724.4,63.4,-999,1,0,0,0
40475,9883697,14.496,1,17,5284.1,90.9,87.7,4.583,0.019,0.031,0.805,0.031,0.047,33.01,2.52,495.1,15.2,-999,1,0,-999,0
40484,9884237,12.798,0,17,6047.5,118.6,115.0,4.239,0.038,0.041,1.051,0.072,0.074,18.39,2.04,48.8,3.8,-999,1,0,-999,0
40485,9884277,13.085,0,17,6520.6,127.5,124.9,4.324,0.021,0.029,1.258,0.041,0.057,1.58,0.11,2046.0,217.0,1,1,0,-999,0
40491,9884583,13.67,1,17,6050.9,103.0,101.5,4.404,0.023,0.033,1.098,0.043,0.061,16.06,2.27,289.6,13.1,-999,1,0,-999,0
40494,9885368,13.613,0,17,4396.0,75.9,68.2,4.627,0.018,0.019,0.674,0.023,0.023,31.06,3.64,1061.2,27.1,-999,1,0,-999,0
40499,9885552,13.226,0,17,6193.0,113.9,111.2,4.218,0.032,0.04,1.121,0.064,0.075,6.04,0.44,4898.7,259.7,-999,1,0,-999,0
40500,9885607,15.44,1,17,4396.0,77.4,72.3,4.621,0.02,0.02,0.679,0.026,0.024,24.54,1.83,2765.5,80.2,-999,1,0,-999,0
40506,9886244,14.549,1,17,5967.4,122.2,118.4,3.894,0.059,0.046,1.262,0.153,0.077,9.88,0.76,4647.4,196.8,-999,1,0,-999,0
40511,9886457,12.58,1,17,5825.5,118.8,112.1,4.051,0.055,0.043,1.106,0.126,0.079,9.48,0.87,898.4,40.3,-999,1,0,-999,0
40518,9886860,15.755,4,17,4678.9,83.9,76.3,4.601,0.022,0.025,0.723,0.033,0.033,17.11,1.33,3007.6,106.3,-999,1,0,-999,0
40528,9887687,13.363,0,17,5551.7,93.6,95.1,4.504,0.03,0.04,0.878,0.048,0.058,23.87,3.48,355.2,12.0,-999,1,0,-999,0
40533,9892699,14.211,1,17,6462.0,115.4,118.3,4.362,0.02,0.029,1.199,0.037,0.049,4.42,0.33,1736.6,115.2,-999,1,0,-999,0
40535,9892843,13.633,1,17,5192.7,71.4,64.5,4.315,0.02,0.017,0.867,0.024,0.017,14.62,3.91,24.7,4.8,-999,1,1,-999,0
40536,9892859,12.78,0,17,5926.5,123.5,126.3,3.839,0.033,0.044,1.55,0.066,0.165,20.81,1.9,42.0,3.4,-999,1,0,-999,0
40542,9893302,15.534,1,17,4505.9,75.8,69.6,4.563,0.024,0.017,0.736,0.026,0.022,30.85,4.89,541.4,20.9,-999,1,0,-999,0
40546,9893496,11.5,0,17,5009.7,83.8,80.0,4.578,0.024,0.029,0.763,0.036,0.042,25.4,2.09,3726.8,95.6,-999,1,0,-999,0
40558,9894364,14.612,1,17,5869.3,122.7,114.7,3.917,0.056,0.043,1.203,0.11,0.077,34.71,3.58,341.0,11.8,-999,1,0,-999,0
40563,9895007,13.174,1,17,5755.4,109.5,105.9,4.373,0.04,0.042,0.978,0.071,0.069,11.2,1.1,940.0,39.5,-999,1,0,-999,0
40566,9895121,15.615,1,17,4440.0,93.4,86.5,4.578,0.027,0.025,0.721,0.029,0.028,23.21,2.07,1548.3,51.4,-999,1,-999,-999,0
40570,9895192,13.782,1,17,5123.5,88.5,84.9,4.545,0.029,0.034,0.806,0.043,0.049,21.66,2.1,1737.7,51.3,-999,1,0,-999,0
40571,9895251,14.863,1,17,5302.7,98.1,90.9,4.468,0.043,0.041,0.858,0.061,0.054,22.55,2.44,1802.6,54.8,-999,1,0,-999,0
40577,9895719,17.015,10,17,4288.1,90.6,81.2,4.618,0.027,0.026,0.669,0.034,0.031,24.88,2.3,1973.7,88.6,-999,1,0,-999,0
40580,9895830,17.052,10,17,5186.0,181.0,181.0,4.463,0.088,0.121,0.893,0.068,0.063,37.45,2.95,653.9,51.0,-999,2,-999,-999,1
40581,9895890,14.9,1,17,5229.2,98.7,92.7,4.556,0.025,0.037,0.827,0.037,0.054,23.38,2.07,1979.7,58.7,-999,1,0,-999,0
40587,9896250,13.108,1,17,5551.3,104.9,102.2,4.504,0.029,0.038,0.875,0.05,0.059,21.68,1.82,343.9,12.0,-999,1,0,-999,0
40591,9896492,15.336,1,17,4480.7,80.8,76.3,4.624,0.019,0.021,0.683,0.026,0.026,13.24,1.04,1538.5,65.3,-999,1,0,-999,0
40594,9896552,14.55,5,17,6195.6,125.5,117.6,4.305,0.039,0.036,1.172,0.062,0.072,0.87,0.06,202.6,55.0,-999,1,0,-999,0
40595,9896609,16.606,2,17,4890.8,97.1,92.1,4.621,0.028,0.033,0.711,0.046,0.044,11.13,0.79,2656.4,135.2,-999,1,0,-999,0
40597,9896633,15.045,1,17,5787.6,116.8,113.8,4.221,0.049,0.051,1.023,0.082,0.079,21.66,4.79,96.4,9.9,-999,1,0,-999,0
40623,9897464,15.014,1,17,5575.6,118.7,113.7,3.827,0.04,0.042,1.186,0.068,0.076,3.36,0.24,7877.2,568.2,1,1,0,-999,0
40630,9897723,11.785,0,17,6536.3,133.7,127.4,3.889,0.03,0.03,1.612,0.078,0.082,3.89,0.27,181.0,7.5,-999,1,0,-999,0
40633,9897830,15.251,1,17,4409.0,119.0,133.0,4.612,0.049,0.021,0.65,0.071,0.053,32.38,3.09,1452.5,39.4,-999,2,-999,-999,1
40635,9897922,15.749,1,17,4262.9,80.2,62.2,4.615,0.026,0.025,0.668,0.031,0.024,16.65,1.29,855.4,40.3,-999,1,0,-999,0
40637,9897959,15.731,1,17,5119.9,93.4,87.6,4.599,0.022,0.031,0.762,0.038,0.045,11.77,0.91,2133.2,95.3,-999,1,0,-999,0
40647,9898237,14.505,1,17,5303.3,87.5,74.9,4.338,0.033,0.026,0.862,0.046,0.032,31.28,4.89,446.5,14.5,-999,1,0,-999,0
40651,9898322,14.056,10,10,6010.3,108.0,109.0,4.175,0.039,0.044,1.148,0.07,0.091,7.91,0.81,16.2,7.5,-999,1,0,-999,0
40653,9898385,10.431,0,17,6261.8,129.7,113.8,4.088,0.024,0.025,1.452,0.048,0.051,3.36,0.26,368.9,27.5,-999,1,0,-999,0
40655,9898421,13.415,0,17,5797.5,99.3,97.6,4.499,0.023,0.032,0.933,0.039,0.052,19.38,3.63,213.3,9.3,-999,1,0,-999,0
40659,9898497,14.32,1,17,6118.9,119.7,115.0,4.281,0.037,0.042,1.174,0.062,0.072,8.02,0.7,163.1,15.1,-999,1,0,-999,0
40664,9898686,14.761,1,17,5804.7,94.6,94.7,4.48,0.02,0.028,1.009,0.037,0.046,11.92,0.86,2838.1,113.3,-999,1,0,-999,0
40666,9898713,13.71,1,17,5819.2,113.4,110.8,4.47,0.041,0.045,0.851,0.056,0.054,32.96,3.95,223.0,7.7,-999,1,0,-999,0
40674,9898985,14.932,1,17,6207.3,128.5,119.0,4.249,0.048,0.045,1.184,0.069,0.081,11.39,1.26,362.3,23.0,-999,1,0,-999,0
40678,9899233,15.164,1,17,5642.3,100.3,94.3,4.528,0.023,0.033,0.904,0.04,0.051,17.21,1.54,1382.8,51.4,-999,1,0,-1,0
40683,9899577,14.818,1,17,5155.6,87.4,83.1,4.588,0.017,0.027,0.805,0.028,0.038,14.59,1.12,4239.5,149.5,-999,1,0,-1,0
40684,9899583,14.835,1,17,5949.9,120.0,119.0,3.889,0.097,0.092,1.27,0.132,0.104,14.35,1.88,82.7,10.6,-999,1,0,-1,0
40685,9899621,15.27,1,17,5990.8,116.4,108.5,4.465,0.025,0.034,1.008,0.044,0.058,9.41,0.7,1979.1,95.2,-999,1,0,-1,0
40688,9899690,14.574,1,17,5060.3,92.1,84.0,4.555,0.028,0.033,0.797,0.039,0.047,43.02,5.5,283.0,9.4,-999,1,0,-999,0
40689,9899703,15.315,1,17,5781.3,124.1,113.8,3.839,0.061,0.057,1.236,0.081,0.082,11.93,0.79,3480.5,140.5,-999,1,0,-999,0
40694,9899964,15.389,1,17,5437.2,107.4,94.3,4.323,0.05,0.046,0.888,0.063,0.051,24.17,2.3,1060.1,36.2,-999,1,0,-999,0
40700,9903028,14.822,1,17,6200.9,113.5,110.7,4.37,0.032,0.042,1.127,0.054,0.07,1.42,0.08,366.1,39.8,-999,1,0,-999,0
40701,9903039,15.891,14,17,3722.2,76.5,74.3,4.714,0.012,0.012,0.509,0.013,0.012,33.75,5.26,1130.4,45.8,-999,1,0,-999,0
40704,9903134,15.249,1,17,5869.0,106.6,104.6,4.44,0.035,0.047,1.001,0.055,0.068,9.22,0.66,6483.6,290.7,-999,1,0,-999,0
40707,9903414,15.607,2,3,6009.9,120.0,123.0,3.894,0.096,0.095,1.298,0.144,0.11,4.22,0.32,1545.6,120.3,-999,1,0,-999,0
40712,9903638,14.788,1,17,6048.7,119.9,101.9,4.127,0.04,0.047,1.195,0.069,0.096,10.54,0.86,46.7,11.7,-999,1,0,-999,0
40713,9903639,13.683,1,17,5646.7,103.9,105.4,4.375,0.04,0.043,1.027,0.065,0.068,28.18,2.51,226.6,9.7,-999,1,0,-999,0
40715,9903843,14.455,1,17,5771.0,123.8,111.5,3.905,0.047,0.042,1.175,0.072,0.073,33.05,5.35,197.3,10.2,-999,1,0,-999,0
40717,9904006,13.573,0,17,6185.6,135.8,120.0,4.177,0.041,0.036,1.237,0.062,0.071,10.11,0.91,80.5,8.2,-999,1,0,0,0
40720,9904420,14.638,1,17,4488.8,74.4,66.6,4.579,0.023,0.016,0.724,0.029,0.022,33.52,3.13,862.4,28.5,-999,1,0,-999,0
40721,9904499,11.974,0,17,5227.0,74.9,66.9,4.342,0.027,0.023,0.861,0.034,0.024,13.8,1.02,3885.3,147.9,-999,1,0,-999,0
40734,9905564,15.42,1,17,5704.5,122.4,116.6,3.976,0.07,0.061,1.096,0.086,0.078,11.34,0.84,92.6,18.7,-999,1,0,-999,0
40735,9905574,15.647,2,17,5227.2,99.8,95.2,4.553,0.029,0.041,0.824,0.043,0.053,11.45,0.81,4162.8,175.0,-999,1,0,-999,0
40738,9905710,14.091,1,17,6156.3,110.3,106.7,4.402,0.024,0.035,1.096,0.046,0.065,11.53,2.32,155.6,12.1,-999,1,0,-999,0
40740,9905877,13.108,0,17,6113.9,109.3,109.5,4.375,0.027,0.036,1.108,0.053,0.067,4.02,0.29,3071.0,208.1,-999,1,0,-999,0
40755,9906936,15.613,1,17,5229.0,96.4,90.2,4.574,0.024,0.035,0.806,0.039,0.05,26.67,2.72,788.2,33.9,-999,1,0,-999,0
40756,9907217,15.088,1,17,5365.1,97.8,97.2,4.52,0.031,0.043,0.867,0.046,0.059,12.53,0.95,1028.9,51.2,-999,1,0,-999,0
40759,9907329,15.684,1,17,5205.0,155.0,155.0,4.595,0.026,0.097,0.866,0.057,0.092,29.59,3.87,1116.4,43.8,-999,2,-999,-999,1
40767,9907759,12.606,0,17,6202.7,119.1,121.3,4.122,0.034,0.036,1.218,0.06,0.085,12.27,3.04,86.4,6.4,-999,1,0,-999,0
40771,9908153,14.619,1,17,4559.4,69.6,58.6,4.543,0.018,0.013,0.751,0.022,0.016,39.04,4.8,818.3,25.4,-999,1,0,-999,0
40785,9909890,14.419,1,17,6194.8,136.7,131.1,4.079,0.043,0.046,1.326,0.062,0.074,3.54,0.22,324.1,34.4,-999,1,0,-999,0
40788,9910083,15.736,1,17,4342.7,80.6,73.9,4.634,0.019,0.02,0.662,0.024,0.022,28.38,2.28,3900.8,122.9,-999,1,0,-999,0
40800,9911449,15.534,1,17,6083.9,129.4,124.2,4.37,0.048,0.061,1.086,0.068,0.075,16.17,2.11,726.4,38.8,-999,1,0,-999,0
40802,9911615,12.864,0,17,6799.7,147.7,140.5,4.092,0.03,0.032,1.596,0.069,0.076,4.93,0.55,315.7,23.4,-999,2,0,-999,0
40805,9911826,15.48,1,17,5674.6,146.3,137.2,3.926,0.062,0.058,1.122,0.083,0.08,20.5,1.68,196.3,16.5,-999,1,0,-999,0
40825,9933614,13.811,2,17,6423.9,123.8,116.4,4.424,0.016,0.022,1.107,0.032,0.042,19.23,1.44,521.1,19.0,-999,1,0,-999,0
40837,9934907,13.503,0,17,6175.5,130.1,119.9,4.156,0.032,0.039,1.223,0.063,0.081,11.67,1.89,126.9,8.9,-999,1,0,-999,0
40838,9935067,14.442,1,17,5583.8,101.1,100.0,4.475,0.033,0.043,0.924,0.055,0.065,15.86,1.4,1717.8,61.0,-999,1,0,-999,0
40840,9935093,14.333,1,17,5848.8,106.9,105.6,4.403,0.037,0.045,1.008,0.065,0.075,21.52,3.39,218.4,10.8,-999,1,0,-999,0
40841,9935172,16.287,14,17,4441.9,84.2,80.1,4.631,0.022,0.025,0.671,0.031,0.029,17.23,1.37,298.0,29.6,-999,1,0,-999,0
40845,9935383,14.73,1,17,4683.3,81.5,73.8,4.59,0.023,0.024,0.734,0.033,0.033,35.93,3.81,1560.1,37.9,-999,1,0,-999,0
40846,9935385,14.102,1,17,5247.2,98.8,89.8,4.499,0.038,0.039,0.847,0.054,0.055,21.66,2.34,725.2,24.1,-999,1,0,-999,0
40847,9935390,12.138,0,17,6512.3,131.6,126.9,3.995,0.032,0.032,1.532,0.067,0.075,4.88,0.55,519.5,33.4,-999,1,0,-999,0
40851,9935642,15.03,1,17,5338.9,95.2,90.3,4.572,0.021,0.034,0.823,0.035,0.049,24.34,2.09,1931.6,56.8,-999,1,0,1,0
40857,9936197,13.523,0,17,5862.7,108.8,101.9,4.167,0.038,0.045,1.084,0.083,0.085,28.71,2.34,136.7,6.0,-999,1,0,-999,0
40858,9936227,12.539,0,17,5596.1,114.6,106.4,3.838,0.031,0.032,1.111,0.061,0.058,21.14,1.8,11.8,2.3,-999,1,0,-999,0
40864,9936724,13.354,0,17,5295.1,80.3,71.0,4.315,0.029,0.022,0.866,0.041,0.029,22.74,2.11,1559.0,44.6,-999,1,0,-999,0
40868,9938836,13.729,1,17,6683.9,142.4,126.8,4.163,0.035,0.034,1.41,0.072,0.062,17.34,1.12,199.5,10.0,-999,1,0,1,0
40877,9940992,15.326,1,17,5367.0,93.3,89.2,4.557,0.023,0.037,0.844,0.038,0.053,28.98,2.44,172.5,11.6,-999,1,0,-999,0
40880,9941061,15.862,1,17,4112.0,71.7,81.8,4.587,0.012,0.013,0.646,0.012,0.011,21.07,1.76,859.0,37.0,-999,1,1,-999,0
40885,9941434,15.184,1,17,5226.9,114.5,109.5,3.775,0.052,0.06,1.113,0.096,0.105,4.91,0.3,74.1,20.9,-999,1,0,-999,0
40886,9941508,13.845,1,17,4465.3,73.8,68.9,4.616,0.019,0.021,0.691,0.026,0.025,17.72,1.52,3672.4,115.6,-999,1,0,-999,0
40892,9941895,13.319,0,1,5586.2,97.6,97.3,4.469,0.033,0.039,0.929,0.055,0.06,8.62,0.66,4694.6,356.5,-999,1,0,-999,0
40895,9941957,13.552,1,17,6601.3,138.1,134.9,4.04,0.032,0.032,1.351,0.061,0.057,3.62,0.54,208.3,21.7,-999,3,0,-999,0
40904,9942472,13.725,1,17,6326.1,140.2,114.5,4.124,0.032,0.036,1.276,0.052,0.065,2.76,0.2,2067.8,168.7,1,1,0,-999,0
40906,9942643,12.407,1,17,6627.5,134.1,130.9,3.82,0.036,0.036,1.658,0.083,0.08,3.08,0.66,130.5,14.3,-999,1,0,-999,0
40907,9942695,15.486,1,17,3801.0,71.5,77.0,4.73,0.012,0.012,0.498,0.012,0.012,17.84,1.36,1455.4,54.8,-999,1,0,-999,0
40910,9942857,14.922,1,17,5162.9,93.8,87.5,4.537,0.032,0.038,0.825,0.044,0.052,7.55,0.53,7874.4,377.7,-999,1,0,-999,0
40912,9942881,13.043,0,17,5313.6,116.1,116.4,3.789,0.273,0.191,1.076,0.274,0.197,22.89,2.05,1068.8,30.9,-999,1,-999,-999,0
40918,9943180,13.2,1,17,5337.2,88.5,89.1,4.528,0.023,0.035,0.894,0.038,0.049,8.04,0.6,691.0,35.5,-999,1,0,-999,0
40926,9943567,13.015,0,17,5663.4,129.8,115.6,3.9,0.055,0.027,1.283,0.14,0.041,43.26,2.6,142.3,4.5,-999,1,0,-999,0
40929,9943626,15.168,1,17,4999.8,86.5,83.0,4.588,0.022,0.03,0.772,0.033,0.041,13.24,1.12,1798.6,73.2,-999,1,0,-999,0
40936,9944389,12.344,1,17,6592.5,142.1,134.2,4.348,0.058,0.085,1.195,0.076,0.08,4.51,0.73,175.5,14.4,-999,1,-999,-999,0
40940,9944612,13.564,0,17,5195.9,88.1,81.6,4.547,0.021,0.032,0.874,0.033,0.045,8.56,0.63,4994.6,223.4,-999,1,0,-999,0
40947,9945070,14.315,1,17,4443.4,87.8,83.1,4.6,0.023,0.02,0.671,0.026,0.022,28.78,2.29,1136.2,31.1,-999,1,1,-999,0
40949,9945498,13.81,1,17,6169.4,118.6,109.7,3.969,0.033,0.035,1.463,0.062,0.078,11.19,0.78,19.7,5.7,-999,1,0,-999,0
40955,9945839,14.332,1,17,5533.9,95.5,95.8,4.482,0.032,0.043,0.913,0.053,0.065,21.66,1.98,1338.0,47.2,-999,1,0,-999,0
40961,9946335,13.962,1,17,6011.1,102.2,100.7,4.068,0.032,0.053,1.223,0.068,0.113,15.91,1.93,119.5,8.3,-999,1,0,-999,0
40968,9946870,15.311,1,17,5396.0,102.1,89.2,4.365,0.049,0.042,0.876,0.063,0.049,27.04,3.17,1014.7,32.7,-999,1,0,-999,0
40971,9947022,14.716,1,17,5940.0,158.0,193.0,4.493,0.05,0.2,1.053,0.124,0.138,27.04,2.68,227.7,8.0,-999,2,-999,-999,1
40974,9947195,15.406,1,3,5320.4,100.1,95.4,4.517,0.049,0.07,0.848,0.055,0.058,21.04,3.2,812.4,32.0,-999,1,-999,-999,0
40983,9948145,14.74,1,17,4759.6,79.5,72.6,4.585,0.023,0.025,0.745,0.034,0.036,23.54,1.71,4725.4,130.3,-999,1,0,-999,0
40985,9948163,13.22,0,17,5760.9,106.2,102.4,4.464,0.036,0.04,0.882,0.059,0.059,19.25,2.06,60.8,4.6,-999,1,0,-999,0
41000,9954662,14.197,10,10,5927.2,131.6,124.8,4.005,0.042,0.039,0.876,0.057,0.051,6.94,0.58,4302.1,216.4,-999,1,0,-999,0
41001,9955089,15.847,1,17,5200.8,99.2,90.5,4.505,0.043,0.045,0.836,0.051,0.051,18.86,1.47,3626.3,120.4,-999,1,0,-999,0
41011,9955746,15.798,1,17,4733.0,88.5,80.9,4.596,0.023,0.027,0.733,0.034,0.035,17.13,1.77,619.5,32.9,-999,1,0,-999,0
41013,9955900,16.834,5,5,4656.9,93.9,89.5,4.599,0.029,0.033,0.72,0.039,0.038,33.75,3.57,2557.9,185.7,-999,1,0,-999,0
41018,9956479,16.497,10,10,4504.0,85.1,79.3,4.568,0.027,0.021,0.732,0.028,0.025,12.02,0.94,5849.4,340.2,-999,1,0,-999,0
41021,9956600,14.189,1,17,5810.9,99.0,100.6,4.395,0.029,0.037,1.099,0.049,0.065,25.83,3.11,260.3,10.5,-999,1,0,-999,0
41024,9956737,16.357,10,17,4868.5,91.7,86.7,3.347,0.17,0.179,1.11,0.236,0.202,2.15,0.14,964.7,58.8,-999,2,-999,-999,0
41029,9957047,16.19,14,14,5096.4,99.5,92.8,4.499,0.048,0.045,0.818,0.049,0.042,13.9,1.13,2128.9,137.7,-999,1,0,-999,0
41032,9957187,15.424,1,17,5548.0,117.5,115.2,4.478,0.056,0.077,0.905,0.064,0.065,10.83,0.77,5677.1,233.8,-999,1,-999,-999,0
41042,9957526,16.789,10,10,4930.3,105.0,99.9,4.517,0.048,0.047,0.793,0.041,0.039,23.38,1.97,851.4,96.2,-999,1,0,-999,0
41044,9957813,15.212,10,10,5592.3,113.0,109.0,4.282,0.049,0.05,0.936,0.071,0.067,13.94,1.51,401.7,23.8,-999,1,0,-999,0
41047,9957910,14.945,1,17,6186.7,124.6,113.2,4.04,0.044,0.049,1.305,0.068,0.108,4.58,0.37,101.2,20.8,-999,1,0,-999,0
41048,9957922,14.226,10,14,6333.0,130.1,137.4,4.233,0.034,0.036,1.256,0.056,0.062,3.05,0.23,1117.0,94.3,-999,1,0,-999,0
41049,9957966,13.553,0,17,6060.8,127.2,114.9,3.896,0.039,0.033,1.209,0.07,0.069,22.24,1.67,34.1,4.0,-999,1,0,-999,0
41054,9958103,16.871,10,10,4278.1,104.3,97.8,4.638,0.041,0.035,0.644,0.045,0.047,13.24,0.86,1616.7,98.5,-999,1,-999,-999,0
41058,9958358,13.11,0,17,6170.8,119.1,115.7,4.089,0.03,0.046,1.185,0.062,0.099,24.68,2.28,34.1,3.2,-999,1,0,-999,0
41060,9958509,15.136,1,17,5990.6,110.4,108.0,4.377,0.043,0.052,1.058,0.064,0.075,1.56,0.09,346.1,63.8,1,1,0,-999,0
41062,9958544,15.751,2,17,5536.2,101.0,96.7,4.511,0.033,0.046,0.899,0.049,0.058,17.72,1.5,1714.0,65.1,-999,1,0,-999,0
41063,9958630,14.356,1,17,5853.8,116.0,111.5,4.307,0.044,0.045,1.025,0.076,0.077,46.39,7.49,315.8,9.2,-999,1,0,-999,0
41069,9959012,15.516,1,17,5270.8,86.7,77.0,4.371,0.044,0.038,0.854,0.047,0.034,24.02,3.25,27.3,10.2,-999,1,0,-999,0
41073,9959180,15.485,1,17,5503.6,97.9,95.1,4.505,0.034,0.048,0.897,0.049,0.06,13.8,1.07,4750.2,175.7,-999,1,0,-999,0
41074,9959192,15.357,1,17,5233.7,113.1,108.7,3.996,0.108,0.114,0.91,0.083,0.057,2.17,0.15,3727.6,351.3,1,1,-999,-999,0
41075,9959238,15.462,1,17,5267.5,99.9,93.5,4.543,0.033,0.04,0.808,0.045,0.051,14.19,1.13,3611.6,141.7,-999,1,0,-999,0
41091,9959966,14.73,1,17,4262.3,75.4,57.1,4.605,0.026,0.024,0.677,0.029,0.025,18.09,1.48,1278.2,44.9,-999,1,0,-999,0
41096,9962599,15.556,1,17,4976.0,92.4,89.9,4.6,0.021,0.029,0.75,0.035,0.042,28.98,3.01,629.3,28.3,-999,1,0,-999,0
41100,9962814,13.712,1,17,6280.8,119.9,120.3,4.314,0.035,0.037,1.181,0.062,0.074,4.28,0.31,2771.4,181.8,-999,1,0,-999,0
41101,9962955,13.855,1,17,6328.6,113.5,108.2,4.377,0.021,0.029,1.158,0.038,0.053,9.39,1.06,291.2,19.4,-999,1,0,-999,0
41108,9963442,14.552,1,17,5852.6,106.8,104.8,4.409,0.037,0.045,1.009,0.063,0.074,18.06,2.65,229.4,15.2,-999,1,0,-999,0
