,KIC,Kp,q_first,q_last,Teff,E_Teff,e_Teff,logg,E_logg,e_logg,mass,E_mass,e_mass,Prot,E_prot,Sph,E_Sph,Flag_Type1CPCB,Flag_MSSG,Flag_Binary,Flag_KOI,Flag_Source
10900,5271270,15.792,2,17,4399.7,76.5,71.9,4.601,0.023,0.019,0.699,0.028,0.024,21.36,2.03,2066.2,69.4,-999,1,0,-999,0
10902,5271300,13.334,0,17,5768.7,123.3,105.4,3.911,0.038,0.034,1.203,0.067,0.063,41.27,7.29,191.3,5.9,-999,1,0,-999,0
10906,5271534,15.679,1,17,4626.0,82.1,78.2,4.578,0.027,0.024,0.736,0.034,0.03,37.71,4.56,1208.1,33.6,-999,1,0,-999,0
10911,5271737,15.186,1,17,6015.8,113.6,111.6,4.371,0.044,0.054,1.067,0.065,0.075,8.67,0.77,1462.4,76.0,-999,1,0,-999,0
10914,5271780,15.894,2,17,6111.6,124.3,112.7,4.184,0.099,0.096,1.177,0.087,0.093,10.96,0.69,51.3,20.5,-999,1,0,-999,0
10917,5272068,13.41,0,17,5663.6,114.0,102.3,4.406,0.044,0.038,0.816,0.063,0.049,26.08,2.39,184.9,4.9,-999,1,0,-999,0
10920,5272297,15.027,1,17,5118.1,96.7,87.4,4.516,0.037,0.037,0.821,0.049,0.048,40.98,6.18,702.6,19.2,-999,1,0,-999,0
10931,5272556,15.961,2,17,5330.8,111.4,104.7,4.494,0.065,0.1,0.852,0.059,0.058,0.83,0.05,2050.8,358.1,-999,1,-999,-999,0
10934,5272895,14.578,1,17,5721.4,104.2,97.6,4.546,0.018,0.027,0.891,0.032,0.042,18.72,3.12,60.4,7.6,-999,1,0,-999,0
10936,5273087,12.554,0,17,5156.1,83.6,78.9,4.555,0.021,0.032,0.852,0.033,0.045,21.21,1.66,2686.3,76.5,-999,1,0,-999,0
10937,5273097,15.617,1,17,4785.5,90.9,86.3,4.627,0.021,0.026,0.7,0.034,0.035,32.38,5.95,821.5,27.2,-999,1,0,-999,0
10942,5273236,14.876,1,17,4199.1,61.7,37.4,4.635,0.024,0.036,0.638,0.015,0.013,33.76,3.7,352.4,13.0,-999,1,0,-999,0
10943,5273296,13.782,1,17,6116.7,123.1,120.6,4.135,0.023,0.041,1.333,0.049,0.061,11.32,0.94,144.7,5.2,-999,1,0,-999,0
10944,5273446,15.706,1,17,4076.2,64.8,80.6,4.676,0.031,0.027,0.57,0.025,0.026,16.43,1.51,841.6,39.7,-999,1,-999,-999,0
10949,5273677,15.067,1,17,4627.4,80.2,75.1,4.604,0.021,0.024,0.716,0.031,0.031,13.62,1.22,1919.1,75.7,-999,1,0,-999,0
10950,5273739,15.212,4,17,5528.3,121.1,117.1,3.96,0.061,0.059,1.039,0.075,0.075,44.85,4.59,1452.4,35.1,-999,1,0,-999,0
10953,5274019,14.065,1,17,5912.4,117.1,108.3,4.204,0.038,0.041,1.155,0.064,0.08,15.35,3.67,2.2,4.9,-999,1,0,-999,0
10957,5276397,13.19,0,17,6376.3,111.3,114.0,4.364,0.016,0.025,1.209,0.034,0.048,9.41,0.68,92.2,3.9,-999,1,0,-999,0
10959,5280727,13.211,1,17,6053.5,110.6,110.6,3.98,0.03,0.05,1.339,0.068,0.127,21.94,2.2,56.3,5.2,-999,1,0,-999,0
10970,5281643,15.415,1,17,6157.8,126.5,117.2,4.263,0.054,0.056,1.16,0.069,0.082,6.66,0.83,431.5,38.2,-999,1,0,-999,0
10972,5281796,14.707,1,17,5731.1,83.9,83.1,4.426,0.024,0.033,1.104,0.036,0.053,18.46,3.32,231.8,15.5,-999,1,0,-999,0
10976,5282007,14.936,1,17,5234.3,92.1,87.7,4.562,0.024,0.036,0.821,0.037,0.053,24.0,2.74,1202.5,22.4,-999,1,0,-999,0
10979,5282051,14.276,1,17,5373.5,122.0,116.8,3.832,0.038,0.042,1.111,0.071,0.078,8.6,0.63,1280.3,65.3,-999,1,0,-1,0
10996,5283351,15.595,1,17,5027.1,89.8,83.9,4.629,0.02,0.026,0.714,0.032,0.037,27.99,2.0,857.9,35.3,-999,1,0,-999,0
10997,5283399,14.984,1,17,4863.2,88.2,80.9,4.581,0.024,0.029,0.76,0.036,0.04,10.1,0.79,4645.3,214.8,-999,1,0,-999,0
11000,5283470,13.248,0,17,5629.6,107.0,105.4,4.426,0.038,0.042,0.941,0.068,0.071,18.86,3.52,354.2,15.9,-999,1,0,-999,0
11001,5283475,15.47,1,17,5435.3,99.7,98.0,4.507,0.036,0.049,0.883,0.05,0.06,7.61,0.55,112.9,22.4,-999,1,0,-999,0
11002,5283568,14.303,1,17,5917.3,122.2,122.6,4.109,0.209,0.234,1.126,0.166,0.128,15.23,1.37,289.0,16.3,-999,1,-999,-999,0
11010,5284591,14.23,1,17,5846.0,158.0,176.0,4.292,0.185,0.185,0.954,0.14,0.102,28.17,4.92,383.8,7.6,-999,2,-999,-999,1
11020,5285394,15.443,4,17,5210.8,109.1,99.1,4.508,0.039,0.041,0.839,0.053,0.053,30.63,4.59,1148.9,43.1,-999,1,0,-999,0
11021,5285532,14.922,1,17,6017.7,130.2,134.8,3.745,0.068,0.06,1.425,0.178,0.093,1.07,0.06,76.7,39.8,-999,1,0,-999,0
11025,5285768,15.22,1,17,5772.8,119.9,114.4,4.293,0.051,0.053,0.998,0.077,0.076,8.72,0.66,3588.9,179.4,-999,1,0,-999,0
11028,5286138,15.653,2,17,5278.9,108.9,100.5,4.495,0.043,0.046,0.853,0.055,0.055,30.63,2.61,1707.5,55.4,-999,1,0,-999,0
11030,5286275,15.154,1,17,6340.1,132.9,134.3,4.235,0.05,0.051,1.243,0.064,0.075,2.41,0.22,523.6,66.8,-999,1,0,-999,0
11031,5286347,13.162,0,17,6908.0,156.2,140.2,4.308,0.018,0.023,1.342,0.037,0.045,3.69,0.26,39.3,9.2,-999,2,0,-999,0
11034,5286398,15.652,1,17,4191.3,66.8,51.8,4.63,0.031,0.029,0.633,0.021,0.018,29.18,2.19,3179.0,89.6,-999,1,0,-999,0
11036,5286550,14.333,1,17,6108.0,172.0,215.0,4.466,0.052,0.208,1.132,0.141,0.141,6.21,0.5,1262.8,74.1,-999,2,-999,-999,1
11046,5287185,15.724,1,17,5748.8,128.6,121.5,3.835,0.078,0.073,1.227,0.095,0.094,4.1,0.34,3847.6,276.4,-999,1,0,-999,0
11051,5287325,15.429,1,3,5326.4,112.4,99.9,4.447,0.049,0.045,0.862,0.063,0.053,14.59,1.79,480.6,27.5,-999,1,0,-999,0
11064,5288880,11.764,0,17,6514.2,131.1,124.8,4.114,0.031,0.029,1.442,0.066,0.063,11.04,0.99,89.5,5.6,-999,1,0,-999,0
11071,5289416,14.294,1,17,6286.0,116.7,111.3,4.396,0.021,0.032,1.127,0.041,0.058,10.29,1.37,292.9,19.0,-999,1,0,-999,0
11074,5290060,15.047,1,17,6261.8,140.9,137.1,4.186,0.049,0.05,1.239,0.068,0.086,3.43,0.28,456.6,50.5,-999,1,0,-999,0
11076,5290179,15.048,1,17,5588.1,104.6,99.7,4.561,0.021,0.029,0.861,0.035,0.043,16.44,1.31,180.3,15.4,-999,1,0,-999,0
11081,5293988,14.939,1,17,5846.0,176.0,193.0,4.326,0.175,0.193,0.951,0.14,0.105,24.54,2.72,733.5,26.1,-999,2,-999,-999,1
11083,5294203,15.398,1,17,4590.3,82.8,77.4,4.616,0.02,0.024,0.7,0.029,0.03,11.45,0.83,2527.1,108.1,-999,1,0,-999,0
11088,5295023,15.386,1,17,6026.5,119.4,115.4,4.431,0.032,0.043,1.04,0.054,0.065,17.95,2.16,263.6,17.9,-999,1,0,-999,0
11096,5295688,14.175,1,17,6512.0,125.3,120.3,4.353,0.021,0.029,1.221,0.04,0.053,1.56,0.11,2044.1,225.3,1,1,0,-999,0
11098,5295907,15.157,4,17,6200.4,180.9,149.3,4.342,0.036,0.038,1.145,0.076,0.086,8.71,1.09,303.2,25.4,-999,1,0,-999,0
11099,5296029,12.28,1,17,5052.0,183.0,183.0,4.525,0.071,0.065,0.789,0.085,0.062,11.61,0.81,4725.6,179.7,-999,2,-999,-999,1
11102,5296288,14.124,1,17,5721.6,118.6,113.5,4.356,0.046,0.047,0.971,0.076,0.074,20.49,2.61,459.8,17.3,-999,1,0,-999,0
11108,5296773,15.061,1,17,5468.7,117.4,109.5,4.523,0.027,0.04,0.885,0.044,0.059,31.06,6.23,1082.2,30.9,-999,1,0,-999,0
11114,5297448,13.673,1,17,6190.0,124.6,122.4,4.351,0.042,0.048,1.083,0.063,0.071,12.67,1.18,237.6,12.9,-999,1,0,-999,0
11115,5297523,14.034,1,17,5806.2,125.6,123.6,4.101,0.048,0.049,1.08,0.111,0.083,5.52,0.39,7245.3,402.2,-999,1,0,-999,0
11116,5297791,13.275,0,17,6787.1,140.4,132.0,4.209,0.028,0.031,1.445,0.064,0.066,1.19,0.1,232.4,38.9,1,1,0,-999,0
11119,5298013,15.455,1,17,5739.5,159.8,133.8,4.326,0.047,0.047,0.983,0.087,0.08,15.25,1.52,545.0,29.2,-999,1,0,-999,0
11125,5298904,14.948,1,17,5975.3,118.9,126.8,4.126,0.041,0.05,1.16,0.078,0.1,2.09,0.12,59.9,27.1,-999,1,0,-999,0
11126,5298911,15.523,1,17,3645.5,59.2,77.0,4.819,0.01,0.01,0.388,0.01,0.01,47.07,3.84,760.1,23.0,-999,1,0,-999,0
11135,5299459,14.072,1,17,5479.7,91.3,91.5,4.484,0.025,0.035,0.971,0.044,0.057,25.23,2.78,1186.1,35.2,-999,1,0,0,0
11141,5299947,15.133,1,3,5782.3,133.2,126.1,4.274,0.047,0.049,1.005,0.08,0.079,21.21,1.81,687.1,26.8,-999,1,0,-999,0
11143,5300023,15.079,1,17,4250.7,75.0,51.3,4.595,0.025,0.022,0.681,0.028,0.024,34.94,2.84,1040.5,28.3,-999,1,0,-999,0
11144,5300039,15.013,1,3,5524.0,166.0,166.0,4.234,0.246,0.164,0.977,0.104,0.085,12.5,1.48,637.6,32.4,-999,2,-999,-999,1
11145,5300176,15.174,4,17,6031.0,125.2,120.3,4.127,0.042,0.05,1.185,0.072,0.1,22.27,2.04,309.0,16.1,-999,1,0,-999,0
11146,5300219,12.922,0,17,5896.6,110.0,101.3,3.985,0.027,0.051,1.385,0.051,0.135,19.91,2.32,758.1,24.1,-999,1,0,-999,0
11153,5300919,13.194,1,17,6240.1,121.3,115.2,4.448,0.015,0.024,1.058,0.03,0.047,7.97,0.63,3065.5,143.1,-999,1,0,-999,0
11154,5301178,15.772,1,17,5000.2,84.0,79.3,4.437,0.026,0.023,0.824,0.025,0.02,28.97,3.41,194.5,15.0,-999,1,1,-999,0
11158,5301484,14.596,4,17,5107.4,97.6,88.6,4.518,0.036,0.034,0.819,0.049,0.047,14.0,0.96,3546.0,128.0,-999,1,0,-999,0
11159,5301565,14.976,1,17,5615.8,131.1,128.6,3.876,0.047,0.046,1.145,0.071,0.075,16.22,1.18,110.7,11.5,-999,1,0,-999,0
11167,5301961,15.901,4,17,6019.8,190.6,177.9,3.81,0.095,0.08,1.365,0.233,0.155,2.58,0.15,2174.1,211.4,1,1,0,-999,0
11168,5301962,13.432,1,17,6256.0,168.0,205.0,4.342,0.105,0.21,1.078,0.187,0.125,3.7,0.76,344.7,30.0,-999,2,-999,-999,1
11169,5302013,13.599,0,17,5861.7,102.9,103.6,4.411,0.032,0.038,1.025,0.059,0.068,9.35,0.81,1872.2,83.2,-999,1,0,-999,0
11176,5302828,15.254,4,17,5733.5,122.0,114.1,4.527,0.032,0.038,0.906,0.052,0.054,18.47,2.1,521.0,24.5,-999,1,0,-999,0
11183,5303881,13.997,1,17,5548.7,126.6,119.4,4.191,0.093,0.088,0.941,0.08,0.072,15.54,1.43,703.9,27.5,-999,1,-999,-999,0
11193,5304860,15.527,4,17,4449.6,77.9,71.7,4.59,0.023,0.018,0.712,0.028,0.024,27.23,2.94,593.6,23.5,-999,1,0,-999,0
11194,5304977,15.844,2,17,6409.5,129.2,125.4,4.349,0.04,0.048,1.192,0.065,0.072,4.55,0.47,400.7,51.8,-999,1,0,-999,0
11198,5305240,12.334,0,17,5838.6,118.1,123.7,4.526,0.016,0.026,0.926,0.031,0.046,4.91,0.34,6359.0,370.7,1,1,0,-1,0
11201,5305764,14.488,1,17,6369.4,149.5,141.9,4.16,0.033,0.038,1.295,0.062,0.072,4.75,0.37,448.6,37.4,-999,1,0,-999,0
11208,5306770,13.583,1,17,6346.7,117.1,111.6,4.367,0.02,0.031,1.171,0.042,0.061,6.48,0.75,557.4,33.8,-999,1,0,-999,0
11220,5307816,15.159,1,17,4143.3,49.0,73.6,4.632,0.033,0.019,0.616,0.016,0.016,36.12,1.72,232.8,15.5,-999,1,0,-999,0
11221,5307845,14.003,1,17,5691.6,131.7,126.0,3.864,0.181,0.194,1.347,0.222,0.164,28.97,3.32,257.4,9.5,-999,1,-999,-999,0
11233,5309111,12.914,1,17,6294.0,118.8,124.1,3.794,0.034,0.052,1.602,0.072,0.171,5.73,0.31,145.3,12.2,1,1,0,-999,0
11234,5309483,15.457,1,17,5632.5,108.3,102.7,4.525,0.026,0.037,0.903,0.042,0.052,15.32,1.21,3873.7,137.9,-999,1,0,-999,0
11235,5309646,13.77,1,17,6650.1,143.7,132.0,4.394,0.015,0.019,1.178,0.029,0.035,2.47,0.17,1848.6,160.8,1,1,0,-999,0
11237,5339846,13.389,0,16,5744.1,86.6,86.6,4.495,0.014,0.023,1.003,0.029,0.039,24.71,2.83,949.9,31.8,-999,1,0,-999,0
11239,5339870,15.225,1,16,5328.3,102.1,98.1,4.55,0.025,0.039,0.844,0.039,0.054,24.71,1.89,2066.3,71.7,-999,1,0,-999,0
11240,5339921,15.332,1,16,5248.2,101.4,96.1,4.556,0.025,0.038,0.828,0.038,0.054,31.06,3.06,1200.0,40.6,-999,1,0,-999,0
11246,5340581,14.7,1,16,5341.3,99.0,83.3,4.323,0.038,0.032,0.881,0.053,0.038,8.5,0.62,1041.1,60.0,-999,1,0,-999,0
11250,5340992,14.41,1,16,4830.6,88.9,80.1,4.582,0.024,0.028,0.755,0.034,0.039,19.25,1.57,3760.6,118.3,-999,1,0,-999,0
11254,5341647,13.951,1,16,4951.2,81.2,72.8,4.459,0.021,0.014,0.812,0.026,0.018,29.79,2.57,1195.4,37.4,-999,1,1,-999,0
11255,5341753,14.148,1,16,5656.6,115.4,116.0,4.204,0.077,0.077,1.053,0.086,0.076,11.14,1.07,1083.9,50.0,-999,1,-999,-999,0
11259,5342009,15.266,1,16,3858.5,80.7,72.5,4.687,0.013,0.013,0.545,0.013,0.013,25.57,2.32,376.9,19.7,-999,1,0,-999,0
11264,5342558,13.88,2,16,3370.3,80.8,65.5,4.882,0.008,0.008,0.303,0.008,0.008,8.38,0.58,6905.6,323.9,-999,1,0,-999,0
11273,5343801,15.348,1,16,4524.3,78.0,67.9,4.568,0.024,0.016,0.733,0.029,0.022,22.74,2.02,2234.7,74.3,-999,1,0,-999,0
11287,5344537,15.588,1,16,6414.0,157.0,204.0,4.424,0.058,0.173,1.115,0.143,0.129,2.86,0.19,93.1,36.4,-999,2,-999,-999,1
11290,5344612,11.11,0,16,6125.0,112.2,106.2,4.025,0.029,0.048,1.288,0.058,0.116,14.9,2.78,105.0,5.2,-999,1,0,-999,0
11292,5344682,16.5,2,2,5210.6,101.9,96.4,4.431,0.066,0.063,0.842,0.049,0.041,0.99,0.07,15397.2,2073.2,1,1,1,-999,0
11303,5345182,13.429,0,16,5054.5,88.7,85.8,3.992,0.036,0.042,0.863,0.026,0.025,10.53,0.88,1743.2,73.1,-999,1,-999,-999,0
11319,5349825,14.426,1,17,4994.2,80.9,81.7,4.602,0.02,0.028,0.744,0.03,0.038,28.37,5.13,371.4,13.9,-999,1,0,-999,0
11325,5350252,14.389,1,17,5417.0,91.2,90.2,4.539,0.02,0.032,0.891,0.033,0.045,30.2,2.81,303.3,11.2,-999,1,0,-999,0
11328,5350479,15.654,2,17,4561.3,76.1,71.6,4.6,0.022,0.023,0.713,0.031,0.029,13.43,0.94,2011.0,84.2,-999,1,0,-999,0
11329,5350571,15.651,1,17,5452.1,108.5,101.0,4.404,0.055,0.053,0.891,0.068,0.06,27.19,3.01,1228.7,39.9,-999,1,0,-999,0
11333,5350736,15.738,1,17,5541.7,116.5,109.9,4.064,0.069,0.065,0.981,0.073,0.071,4.11,0.3,544.6,61.3,-999,1,0,-999,0
11338,5350977,15.085,1,17,4688.9,84.5,76.1,4.544,0.027,0.019,0.76,0.033,0.024,43.62,5.16,1213.7,29.5,-999,1,0,-999,0
11345,5351226,14.998,1,17,5140.3,95.6,87.4,4.521,0.035,0.037,0.825,0.049,0.05,37.7,3.01,537.1,17.4,-999,1,0,-999,0
11355,5351672,15.718,1,17,5072.2,93.7,87.4,4.564,0.027,0.037,0.803,0.038,0.045,30.63,4.69,546.2,22.3,-999,1,0,-999,0
11356,5351714,13.758,1,17,4639.3,79.1,72.7,4.585,0.022,0.016,0.698,0.03,0.021,47.41,5.86,356.5,9.0,-999,1,0,-999,0
11359,5351929,14.817,1,17,5650.7,109.3,104.3,4.497,0.026,0.038,0.931,0.046,0.06,21.66,3.3,485.3,19.6,-999,1,0,-999,0
11368,5352283,13.478,1,17,5421.5,90.7,90.7,4.561,0.017,0.029,0.86,0.028,0.041,18.19,1.37,3852.7,118.8,-999,1,0,-999,0
11374,5352640,15.907,4,17,5202.3,91.5,83.4,4.406,0.047,0.042,0.843,0.044,0.033,19.52,1.81,737.7,21.5,-999,1,-999,1,0
11378,5352889,13.555,1,17,6209.2,122.3,119.7,3.974,0.117,0.117,1.284,0.128,0.105,8.78,1.26,160.2,11.9,-999,1,-999,-999,0
11379,5352909,11.88,0,17,5668.8,86.4,81.3,4.471,0.018,0.028,1.037,0.035,0.05,19.39,2.62,601.7,19.9,-999,1,0,-999,0
11384,5353192,15.221,1,17,4175.0,55.9,51.0,4.631,0.031,0.024,0.625,0.017,0.017,36.93,3.48,693.3,20.8,-999,1,0,-999,0
11390,5353558,15.258,1,17,6210.9,123.5,114.7,4.381,0.032,0.039,1.12,0.056,0.068,3.36,0.24,2357.8,185.8,1,1,0,-999,0
11414,5355998,15.309,1,17,5857.2,107.3,104.5,4.435,0.036,0.049,1.001,0.056,0.069,17.94,1.76,104.8,12.6,-999,1,0,-999,0
11420,5356823,12.905,0,17,6516.9,146.1,141.1,4.174,0.033,0.032,1.327,0.06,0.051,1.81,0.17,242.0,30.9,-999,1,0,-999,0
11423,5357279,13.258,0,17,5642.2,146.7,130.3,4.388,0.035,0.038,1.018,0.075,0.074,24.17,4.23,665.6,19.9,-999,1,0,-999,0
11426,5357504,14.785,1,17,4202.0,49.7,68.4,4.591,0.028,0.02,0.658,0.03,0.016,21.67,2.01,166.1,10.7,-999,1,0,-999,0
11431,5357718,13.161,0,17,5808.0,70.0,87.0,4.384,0.105,0.116,0.947,0.067,0.054,10.97,0.81,2412.5,96.8,-999,2,-999,-999,1
11433,5357850,15.404,1,17,4437.0,79.1,73.7,4.621,0.019,0.021,0.683,0.027,0.025,22.74,1.75,3446.3,101.4,-999,1,0,-999,0
11436,5358149,15.834,4,17,4948.5,88.7,83.8,4.497,0.037,0.029,0.8,0.04,0.03,24.2,1.81,3267.7,96.9,-999,1,0,-999,0
11455,5359170,15.671,1,17,5037.5,91.6,84.6,4.526,0.038,0.037,0.806,0.046,0.043,31.49,1.72,554.2,21.9,-999,1,0,-999,0
11456,5359173,14.624,1,17,6055.6,119.6,115.3,4.286,0.046,0.046,1.061,0.072,0.072,27.94,2.22,124.5,7.9,-999,1,0,-999,0
11470,5360232,15.399,1,17,5302.0,106.6,99.9,4.508,0.038,0.046,0.856,0.051,0.057,7.6,0.55,5600.2,275.2,-999,1,0,-999,0
11475,5360563,11.979,1,17,6022.0,72.0,90.0,4.316,0.084,0.126,1.153,0.071,0.079,20.47,2.21,97.4,4.3,-999,2,-999,-999,1
11476,5360750,12.928,0,17,5965.7,120.1,110.5,4.209,0.038,0.042,1.116,0.071,0.081,20.35,1.61,195.8,7.9,-999,1,0,-999,0
11482,5361056,15.824,4,17,5692.6,127.6,118.2,4.0,0.102,0.085,1.072,0.106,0.088,7.66,0.54,2422.5,133.0,-999,1,0,-999,0
11486,5363966,14.511,1,17,5348.5,94.6,97.2,4.451,0.037,0.041,0.955,0.055,0.059,40.69,6.93,480.4,13.4,-999,1,0,-999,0
11498,5369179,13.845,1,17,5593.7,91.5,84.5,4.52,0.016,0.024,0.954,0.03,0.039,13.69,1.15,3837.2,155.8,-999,1,0,-999,0
11504,5369438,15.574,1,17,4623.5,87.0,80.1,4.624,0.02,0.023,0.694,0.029,0.03,16.88,1.37,2134.0,88.1,-999,1,0,-999,0
11506,5369613,14.716,1,17,5429.9,99.3,94.3,4.567,0.019,0.032,0.843,0.033,0.048,27.6,2.3,358.5,16.6,-999,1,0,-999,0
11510,5369858,15.73,1,17,6104.2,122.3,110.5,4.157,0.085,0.078,1.19,0.083,0.094,1.13,0.08,5225.2,685.8,1,1,0,-999,0
11518,5370322,15.544,1,17,5215.4,100.4,93.9,4.521,0.037,0.044,0.837,0.049,0.053,26.12,2.0,976.2,41.0,-999,1,0,-999,0
11521,5370683,15.087,1,17,6075.0,189.0,232.0,4.486,0.052,0.208,1.048,0.139,0.139,10.25,0.67,131.5,17.3,-999,2,-999,-999,1
11533,5371234,14.015,1,17,5284.0,128.0,118.9,3.701,0.039,0.052,1.268,0.08,0.112,25.24,2.16,404.2,15.3,-999,1,0,-999,0
11540,5371776,14.84,1,17,4596.5,76.2,70.5,4.62,0.018,0.023,0.703,0.026,0.029,13.9,1.13,2997.9,117.7,-999,1,0,0,0
11542,5371837,14.467,1,17,4901.1,89.3,81.4,4.582,0.024,0.03,0.763,0.036,0.042,31.06,3.95,214.9,11.2,-999,1,0,-999,0
11543,5371892,14.144,1,17,5735.6,102.2,99.3,4.436,0.036,0.044,0.97,0.061,0.07,25.0,2.84,297.0,13.2,-999,1,0,-999,0
11545,5371918,15.575,2,17,5110.0,122.4,121.7,4.49,0.039,0.036,0.82,0.054,0.043,20.63,1.63,2011.7,74.5,-999,1,0,-999,0
11549,5372053,14.57,1,17,6513.0,141.0,138.1,4.154,0.046,0.045,1.336,0.068,0.06,3.72,0.35,45.1,16.2,-999,1,0,-999,0
11556,5372518,14.336,1,17,6400.0,161.2,145.7,4.054,0.036,0.036,1.364,0.077,0.073,19.66,1.63,138.8,9.6,-999,1,0,-999,0
11557,5372623,13.172,0,17,6704.0,141.9,130.0,3.892,0.032,0.032,1.565,0.077,0.076,2.57,0.18,105.1,16.4,1,2,0,-999,0
11564,5373045,14.953,1,17,4794.1,85.2,78.6,4.594,0.022,0.027,0.741,0.033,0.037,16.3,1.35,3468.5,125.6,-999,1,0,-999,0
11571,5373570,14.811,1,17,5201.8,98.5,91.8,4.584,0.021,0.032,0.793,0.033,0.048,13.61,1.12,1317.8,56.6,-999,1,0,-999,0
11576,5373964,14.034,1,17,5040.5,70.8,63.4,4.409,0.018,0.014,0.836,0.021,0.015,48.4,6.83,633.2,16.3,-999,1,1,-999,0
11577,5374049,14.982,1,17,6051.1,113.1,110.3,4.397,0.033,0.044,1.069,0.056,0.071,23.7,2.66,185.3,13.4,-999,1,0,-999,0
11579,5374075,13.552,1,17,6535.4,130.5,118.1,3.729,0.032,0.032,1.788,0.075,0.072,12.61,1.01,156.6,11.0,-999,1,0,-999,0
11586,5374501,15.551,2,17,4701.8,82.1,77.3,4.551,0.029,0.022,0.758,0.035,0.028,20.21,1.63,2004.7,77.6,-999,1,0,-999,0
11587,5374551,15.632,1,17,5756.9,119.1,115.1,4.392,0.053,0.061,0.98,0.07,0.075,1.79,0.12,684.6,66.9,-999,1,0,-999,0
11588,5374675,15.557,4,17,5230.5,132.9,120.3,3.967,0.058,0.061,0.927,0.069,0.065,16.54,1.77,436.1,14.6,-999,1,0,-999,0
11590,5374723,15.617,2,17,5525.4,107.4,105.6,4.493,0.037,0.051,0.904,0.052,0.062,26.49,3.92,896.0,37.8,-999,1,0,-999,0
11591,5374789,12.89,0,17,5962.6,105.7,104.0,4.403,0.029,0.038,1.055,0.055,0.066,3.77,0.26,8884.7,597.2,1,1,0,-999,0
11593,5375003,14.228,1,17,6363.3,120.7,114.8,3.772,0.045,0.051,1.645,0.084,0.148,2.74,0.16,66.3,17.9,-999,1,0,-999,0
11598,5375352,15.92,4,17,5948.3,130.3,125.0,3.765,0.178,0.187,1.376,0.226,0.173,3.41,0.36,1251.3,122.4,1,1,-999,-999,0
11599,5375484,14.41,1,17,6495.1,130.5,135.9,4.175,0.042,0.043,1.321,0.065,0.06,10.72,0.64,35.7,9.1,-999,1,0,-999,0
11604,5375675,12.924,0,17,5407.8,100.2,91.6,4.412,0.046,0.043,0.879,0.065,0.054,17.21,1.65,1335.8,49.3,-999,1,0,-999,0
11613,5376156,15.917,1,17,4437.4,132.9,131.9,4.609,0.048,0.11,0.682,0.124,0.062,18.47,1.89,985.0,51.8,-999,1,-999,-999,0
11618,5376811,15.334,1,17,5141.3,63.9,58.9,4.324,0.033,0.037,0.866,0.019,0.017,32.6,3.35,1271.1,45.1,-999,1,1,-999,0
11619,5376851,15.616,2,17,5841.0,164.0,226.0,4.52,0.038,0.225,1.047,0.115,0.14,18.21,2.97,931.5,40.3,-999,2,-999,-999,1
11625,5377124,13.724,1,17,6418.3,130.2,124.7,3.961,0.035,0.035,1.432,0.071,0.076,5.89,0.48,192.3,17.0,-999,1,0,-999,0
11626,5377130,14.99,1,17,4113.4,61.0,77.5,4.618,0.021,0.016,0.623,0.014,0.014,18.34,1.55,920.3,41.6,-999,1,0,-999,0
11627,5377140,10.905,0,17,6009.5,120.3,108.3,4.116,0.028,0.039,1.315,0.048,0.069,5.43,0.41,116.5,8.4,-999,1,0,-999,0
11628,5377209,14.695,1,17,4832.0,143.0,143.0,4.51,0.071,0.071,0.791,0.061,0.051,30.0,2.93,649.4,23.6,-999,2,-999,-999,1
11629,5377367,13.889,1,17,5893.9,95.7,91.3,4.476,0.016,0.024,1.025,0.031,0.041,14.57,1.45,1509.1,58.5,-999,1,0,-999,0
11630,5377453,15.383,1,3,6353.3,134.4,130.3,3.983,0.065,0.066,1.399,0.096,0.099,2.14,0.12,164.2,43.1,-999,1,0,-999,0
11642,5382591,15.609,4,17,5744.3,291.8,206.1,4.475,0.032,0.041,0.961,0.066,0.074,10.9,0.78,4560.1,191.6,-999,1,0,-999,0
11652,5383436,14.981,1,17,5286.5,97.2,92.2,4.587,0.019,0.031,0.799,0.033,0.046,26.62,2.58,143.3,9.8,-999,1,0,-999,0
11653,5383476,13.973,1,17,5720.4,140.1,136.6,3.4,0.042,0.037,1.948,0.057,0.062,3.22,0.23,10932.4,789.0,1,2,0,-999,0
11656,5383946,15.465,1,17,5779.4,166.6,128.9,4.369,0.044,0.048,0.994,0.086,0.082,12.17,0.84,148.8,18.2,-999,1,0,-999,0
11657,5383966,14.644,1,17,5764.1,106.3,102.1,4.472,0.027,0.039,0.966,0.048,0.064,23.22,2.54,166.0,9.8,-999,1,0,-999,0
11662,5384194,11.828,0,17,6521.7,142.9,126.5,4.077,0.032,0.032,1.437,0.067,0.065,7.49,0.77,106.0,7.3,-999,1,0,-999,0
11663,5384229,12.469,0,17,6620.9,136.2,132.8,3.849,0.031,0.035,1.731,0.071,0.085,2.78,0.4,267.2,25.7,-999,1,0,-999,0
11665,5384341,12.897,0,17,6409.8,135.1,130.7,4.121,0.029,0.029,1.423,0.062,0.06,12.65,1.26,221.4,10.9,-999,1,0,-999,0
11667,5384593,15.643,4,17,4870.5,93.6,82.1,4.551,0.032,0.03,0.776,0.041,0.037,28.19,2.18,1656.9,49.5,-999,1,0,-999,0
